,y_pred,y_real
1195, <=50K, <=50K
1196, >50K, >50K
1197, <=50K, <=50K
1198, >50K, <=50K
1199, >50K, >50K
1200, <=50K, <=50K
1201, <=50K, <=50K
1202, <=50K, <=50K
1203, <=50K, <=50K
1204, <=50K, <=50K
1205, <=50K, <=50K
1206, <=50K, <=50K
1207, <=50K, <=50K
1208, <=50K, <=50K
1209, <=50K, <=50K
1210, <=50K, <=50K
1211, >50K, >50K
1212, <=50K, <=50K
1213, <=50K, <=50K
1214, >50K, >50K
1215, <=50K, <=50K
1216, <=50K, <=50K
1217, <=50K, <=50K
1218, <=50K, <=50K
1219, <=50K, <=50K
1220, <=50K, <=50K
1221, <=50K, <=50K
1222, <=50K, <=50K
1223, <=50K, <=50K
1224, <=50K, <=50K
1225, <=50K, <=50K
1226, <=50K, <=50K
1227, <=50K, <=50K
1228, >50K, <=50K
1229, <=50K, <=50K
1230, <=50K, <=50K
1231, <=50K, <=50K
1232, <=50K, <=50K
1233, <=50K, <=50K
1234, <=50K, <=50K
1235, <=50K, <=50K
1236, >50K, <=50K
1237, >50K, >50K
1238, <=50K, <=50K
1239, <=50K, <=50K
1240, <=50K, <=50K
1241, >50K, >50K
1242, >50K, <=50K
1243, <=50K, <=50K
1244, >50K, >50K
1245, <=50K, <=50K
1246, >50K, >50K
1247, <=50K, >50K
1248, <=50K, <=50K
1249, <=50K, <=50K
1250, <=50K, <=50K
1251, <=50K, <=50K
1252, <=50K, <=50K
1253, >50K, >50K
1254, <=50K, <=50K
1255, <=50K, <=50K
1256, <=50K, <=50K
1257, <=50K, <=50K
1258, <=50K, <=50K
1259, <=50K, <=50K
1260, <=50K, <=50K
1261, <=50K, <=50K
1262, <=50K, <=50K
1263, <=50K, >50K
1264, <=50K, <=50K
1265, <=50K, <=50K
1266, <=50K, <=50K
1267, >50K, <=50K
1268, <=50K, <=50K
1269, >50K, <=50K
1270, <=50K, >50K
1271, <=50K, <=50K
1272, <=50K, <=50K
1273, >50K, >50K
1274, <=50K, <=50K
1275, <=50K, <=50K
1276, <=50K, <=50K
1277, <=50K, <=50K
1278, >50K, >50K
1279, <=50K, >50K
1280, <=50K, <=50K
1281, <=50K, >50K
1282, <=50K, <=50K
1283, <=50K, <=50K
1284, >50K, >50K
1285, >50K, >50K
1286, <=50K, <=50K
1287, <=50K, <=50K
1288, <=50K, <=50K
1289, >50K, <=50K
1290, <=50K, <=50K
1291, <=50K, <=50K
1292, <=50K, <=50K
1293, >50K, >50K
1294, <=50K, <=50K
1295, <=50K, <=50K
1296, >50K, >50K
1297, <=50K, <=50K
1298, <=50K, <=50K
1299, >50K, >50K
1300, >50K, >50K
1301, <=50K, <=50K
1302, <=50K, <=50K
1303, <=50K, <=50K
1304, <=50K, <=50K
1305, <=50K, <=50K
1306, <=50K, <=50K
1307, <=50K, <=50K
1308, <=50K, <=50K
1309, <=50K, <=50K
1310, <=50K, <=50K
1311, <=50K, <=50K
1312, <=50K, <=50K
1313, <=50K, >50K
1314, >50K, >50K
1315, <=50K, <=50K
1316, >50K, >50K
1317, <=50K, <=50K
1318, <=50K, <=50K
1319, >50K, >50K
1320, <=50K, <=50K
1321, <=50K, <=50K
1322, >50K, <=50K
1323, <=50K, <=50K
1324, <=50K, <=50K
1325, <=50K, <=50K
1326, <=50K, <=50K
1327, >50K, <=50K
1328, <=50K, >50K
1329, >50K, <=50K
1330, >50K, <=50K
1331, <=50K, <=50K
1332, <=50K, <=50K
1333, <=50K, <=50K
1334, >50K, <=50K
1335, <=50K, <=50K
1336, >50K, <=50K
1337, <=50K, <=50K
1338, <=50K, >50K
1339, <=50K, <=50K
1340, <=50K, <=50K
1341, >50K, <=50K
1342, <=50K, <=50K
1343, <=50K, <=50K
1344, <=50K, <=50K
1345, <=50K, <=50K
1346, <=50K, <=50K
1347, <=50K, <=50K
1348, <=50K, <=50K
1349, <=50K, <=50K
1350, >50K, <=50K
1351, >50K, <=50K
1352, >50K, <=50K
1353, <=50K, <=50K
1354, <=50K, <=50K
1355, <=50K, <=50K
1356, >50K, <=50K
1357, >50K, >50K
1358, <=50K, <=50K
1359, <=50K, <=50K
1360, <=50K, <=50K
1361, <=50K, <=50K
1362, <=50K, >50K
1363, <=50K, >50K
1364, <=50K, <=50K
1365, <=50K, <=50K
1366, <=50K, <=50K
1367, <=50K, <=50K
1368, <=50K, <=50K
1369, <=50K, >50K
1370, <=50K, <=50K
1371, <=50K, <=50K
1372, >50K, <=50K
1373, <=50K, >50K
1374, >50K, >50K
1375, <=50K, <=50K
1376, <=50K, <=50K
1377, >50K, <=50K
1378, <=50K, <=50K
1379, <=50K, <=50K
1380, <=50K, <=50K
1381, >50K, >50K
1382, <=50K, <=50K
1383, <=50K, <=50K
1384, <=50K, <=50K
1385, >50K, <=50K
1386, >50K, >50K
1387, <=50K, <=50K
1388, >50K, >50K
1389, <=50K, <=50K
1390, <=50K, <=50K
1391, <=50K, <=50K
1392, <=50K, <=50K
1393, <=50K, <=50K
1394, <=50K, <=50K
1395, <=50K, <=50K
1396, >50K, <=50K
1397, <=50K, <=50K
1398, <=50K, <=50K
1399, <=50K, <=50K
1400, <=50K, <=50K
1401, >50K, >50K
1402, <=50K, <=50K
1403, <=50K, <=50K
1404, >50K, >50K
1405, <=50K, <=50K
1406, <=50K, <=50K
1407, <=50K, <=50K
1408, >50K, <=50K
1409, >50K, >50K
1410, >50K, <=50K
1411, <=50K, <=50K
1412, <=50K, <=50K
1413, <=50K, <=50K
1414, >50K, >50K
1415, <=50K, <=50K
1416, >50K, >50K
1417, <=50K, >50K
1418, <=50K, <=50K
1419, <=50K, <=50K
1420, <=50K, <=50K
1421, <=50K, <=50K
1422, <=50K, <=50K
1423, >50K, >50K
1424, <=50K, <=50K
1425, >50K, <=50K
1426, <=50K, <=50K
1427, <=50K, >50K
1428, >50K, >50K
1429, <=50K, <=50K
1430, <=50K, <=50K
1431, <=50K, <=50K
1432, <=50K, <=50K
1433, <=50K, <=50K
1434, <=50K, <=50K
1435, <=50K, >50K
1436, >50K, >50K
1437, <=50K, <=50K
1438, >50K, <=50K
1439, <=50K, <=50K
1440, <=50K, <=50K
1441, <=50K, >50K
1442, <=50K, <=50K
1443, >50K, >50K
1444, <=50K, <=50K
1445, <=50K, <=50K
1446, <=50K, <=50K
1447, <=50K, >50K
1448, <=50K, <=50K
1449, <=50K, <=50K
1450, <=50K, <=50K
1451, >50K, >50K
1452, <=50K, <=50K
1453, <=50K, <=50K
1454, <=50K, <=50K
1455, >50K, <=50K
1456, <=50K, <=50K
1457, >50K, >50K
1458, <=50K, <=50K
1459, <=50K, <=50K
1460, >50K, <=50K
1461, <=50K, <=50K
1462, <=50K, <=50K
1463, <=50K, <=50K
1464, >50K, >50K
1465, <=50K, <=50K
1466, <=50K, <=50K
1467, <=50K, >50K
1468, <=50K, <=50K
1469, <=50K, <=50K
1470, <=50K, <=50K
1471, <=50K, >50K
1472, >50K, <=50K
1473, >50K, >50K
1474, >50K, >50K
1475, <=50K, <=50K
1476, <=50K, <=50K
1477, >50K, <=50K
1478, <=50K, >50K
1479, <=50K, <=50K
1480, >50K, >50K
1481, <=50K, <=50K
1482, <=50K, >50K
1483, <=50K, <=50K
1484, <=50K, <=50K
1485, <=50K, <=50K
1486, <=50K, >50K
1487, <=50K, <=50K
1488, <=50K, <=50K
1489, >50K, >50K
1490, <=50K, <=50K
1491, <=50K, <=50K
1492, >50K, >50K
1493, >50K, >50K
1494, >50K, <=50K
1495, <=50K, <=50K
1496, <=50K, <=50K
1497, <=50K, <=50K
1498, >50K, >50K
1499, >50K, >50K
1500, <=50K, <=50K
1501, <=50K, >50K
1502, <=50K, <=50K
1503, >50K, >50K
1504, <=50K, <=50K
1505, <=50K, <=50K
1506, <=50K, <=50K
1507, >50K, >50K
1508, <=50K, <=50K
1509, <=50K, <=50K
1510, <=50K, >50K
1511, <=50K, <=50K
1512, <=50K, <=50K
1513, <=50K, <=50K
1514, <=50K, >50K
1515, <=50K, >50K
1516, <=50K, >50K
1517, <=50K, <=50K
1518, <=50K, >50K
1519, <=50K, <=50K
1520, <=50K, >50K
1521, <=50K, <=50K
1522, <=50K, <=50K
1523, >50K, >50K
1524, <=50K, <=50K
1525, <=50K, <=50K
1526, <=50K, <=50K
1527, <=50K, <=50K
1528, <=50K, <=50K
1529, <=50K, <=50K
1530, <=50K, >50K
1531, <=50K, <=50K
1532, <=50K, <=50K
1533, <=50K, >50K
1534, <=50K, <=50K
1535, <=50K, <=50K
1536, <=50K, <=50K
1537, <=50K, <=50K
1538, <=50K, <=50K
1539, <=50K, <=50K
1540, <=50K, <=50K
1541, >50K, <=50K
1542, <=50K, <=50K
1543, <=50K, <=50K
1544, >50K, <=50K
1545, <=50K, <=50K
1546, <=50K, >50K
1547, <=50K, <=50K
1548, <=50K, <=50K
1549, <=50K, <=50K
1550, <=50K, >50K
1551, <=50K, <=50K
1552, <=50K, <=50K
1553, >50K, >50K
1554, <=50K, <=50K
1555, <=50K, <=50K
1556, <=50K, <=50K
1557, >50K, <=50K
1558, >50K, <=50K
1559, <=50K, >50K
1560, <=50K, <=50K
1561, <=50K, <=50K
1562, >50K, >50K
1563, >50K, <=50K
1564, <=50K, <=50K
1565, <=50K, <=50K
1566, >50K, >50K
1567, <=50K, <=50K
1568, <=50K, <=50K
1569, <=50K, <=50K
1570, <=50K, <=50K
1571, <=50K, <=50K
1572, <=50K, <=50K
1573, <=50K, <=50K
1574, <=50K, <=50K
1575, <=50K, <=50K
1576, >50K, <=50K
1577, <=50K, >50K
1578, <=50K, >50K
1579, <=50K, <=50K
1580, <=50K, <=50K
1581, <=50K, <=50K
1582, <=50K, <=50K
1583, >50K, >50K
1584, <=50K, <=50K
1585, <=50K, <=50K
1586, >50K, <=50K
1587, <=50K, <=50K
1588, <=50K, <=50K
1589, >50K, <=50K
1590, <=50K, >50K
1591, <=50K, <=50K
1592, <=50K, >50K
1593, <=50K, <=50K
1594, <=50K, <=50K
1595, >50K, >50K
1596, <=50K, <=50K
1597, <=50K, <=50K
1598, >50K, >50K
1599, <=50K, <=50K
1600, >50K, <=50K
1601, <=50K, <=50K
1602, >50K, >50K
1603, <=50K, <=50K
1604, <=50K, <=50K
1605, <=50K, >50K
1606, <=50K, <=50K
1607, <=50K, <=50K
1608, <=50K, <=50K
1609, <=50K, <=50K
1610, <=50K, <=50K
1611, <=50K, >50K
1612, <=50K, <=50K
1613, >50K, <=50K
1614, >50K, <=50K
1615, >50K, <=50K
1616, <=50K, <=50K
1617, <=50K, <=50K
1618, <=50K, <=50K
1619, <=50K, <=50K
1620, <=50K, <=50K
1621, <=50K, <=50K
1622, <=50K, <=50K
1623, >50K, >50K
1624, >50K, >50K
1625, <=50K, <=50K
1626, <=50K, <=50K
1627, <=50K, <=50K
1628, <=50K, <=50K
1629, <=50K, <=50K
1630, <=50K, <=50K
1631, >50K, <=50K
1632, <=50K, <=50K
1633, <=50K, <=50K
1634, >50K, >50K
1635, <=50K, >50K
1636, >50K, <=50K
1637, <=50K, <=50K
1638, <=50K, <=50K
1639, <=50K, <=50K
1640, <=50K, >50K
1641, <=50K, >50K
1642, <=50K, <=50K
1643, <=50K, <=50K
1644, >50K, <=50K
1645, <=50K, >50K
1646, <=50K, <=50K
1647, <=50K, <=50K
1648, <=50K, >50K
1649, <=50K, <=50K
1650, <=50K, >50K
1651, <=50K, <=50K
1652, <=50K, <=50K
1653, >50K, <=50K
1654, <=50K, <=50K
1655, >50K, <=50K
1656, <=50K, <=50K
1657, <=50K, <=50K
1658, <=50K, <=50K
1659, >50K, <=50K
1660, <=50K, <=50K
1661, <=50K, <=50K
1662, >50K, >50K
1663, <=50K, <=50K
1664, <=50K, >50K
1665, >50K, >50K
1666, <=50K, <=50K
1667, >50K, >50K
1668, <=50K, <=50K
1669, <=50K, <=50K
1670, <=50K, <=50K
1671, >50K, <=50K
1672, <=50K, <=50K
1673, <=50K, <=50K
1674, <=50K, >50K
1675, <=50K, <=50K
1676, <=50K, <=50K
1677, <=50K, <=50K
1678, <=50K, <=50K
1679, <=50K, <=50K
1680, >50K, >50K
1681, <=50K, <=50K
1682, <=50K, <=50K
1683, >50K, >50K
1684, <=50K, <=50K
1685, <=50K, <=50K
1686, <=50K, <=50K
1687, <=50K, <=50K
1688, <=50K, <=50K
1689, <=50K, <=50K
1690, <=50K, <=50K
1691, <=50K, <=50K
1692, <=50K, <=50K
1693, <=50K, <=50K
1694, >50K, >50K
1695, <=50K, <=50K
1696, >50K, <=50K
1697, >50K, >50K
1698, <=50K, <=50K
1699, >50K, <=50K
1700, <=50K, <=50K
1701, <=50K, <=50K
1702, <=50K, >50K
1703, <=50K, <=50K
1704, <=50K, <=50K
1705, <=50K, <=50K
1706, <=50K, <=50K
1707, <=50K, <=50K
1708, <=50K, <=50K
1709, <=50K, <=50K
1710, <=50K, <=50K
1711, <=50K, <=50K
1712, <=50K, <=50K
1713, <=50K, <=50K
1714, <=50K, <=50K
1715, >50K, >50K
1716, >50K, <=50K
1717, <=50K, <=50K
1718, >50K, <=50K
1719, <=50K, <=50K
1720, <=50K, >50K
1721, <=50K, <=50K
1722, <=50K, <=50K
1723, <=50K, <=50K
1724, >50K, >50K
1725, <=50K, <=50K
1726, <=50K, <=50K
1727, <=50K, <=50K
1728, <=50K, >50K
1729, <=50K, <=50K
1730, >50K, <=50K
1731, >50K, <=50K
1732, <=50K, <=50K
1733, <=50K, <=50K
1734, <=50K, <=50K
1735, <=50K, <=50K
1736, <=50K, <=50K
1737, <=50K, <=50K
1738, >50K, >50K
1739, <=50K, <=50K
1740, >50K, >50K
1741, <=50K, <=50K
1742, <=50K, <=50K
1743, <=50K, <=50K
1744, >50K, >50K
1745, >50K, >50K
1746, <=50K, <=50K
1747, <=50K, <=50K
1748, >50K, <=50K
1749, <=50K, <=50K
1750, <=50K, >50K
1751, <=50K, <=50K
1752, <=50K, <=50K
1753, >50K, >50K
1754, <=50K, <=50K
1755, <=50K, <=50K
1756, <=50K, <=50K
1757, <=50K, <=50K
1758, <=50K, <=50K
1759, >50K, >50K
1760, >50K, <=50K
1761, <=50K, <=50K
1762, >50K, <=50K
1763, <=50K, >50K
1764, >50K, <=50K
1765, <=50K, <=50K
1766, <=50K, <=50K
1767, <=50K, <=50K
1768, <=50K, <=50K
1769, <=50K, <=50K
1770, <=50K, >50K
1771, <=50K, <=50K
1772, <=50K, <=50K
1773, <=50K, >50K
1774, <=50K, <=50K
1775, <=50K, <=50K
1776, <=50K, <=50K
1777, <=50K, <=50K
1778, <=50K, >50K
1779, <=50K, >50K
1780, <=50K, >50K
1781, <=50K, <=50K
1782, <=50K, <=50K
1783, <=50K, <=50K
1784, <=50K, <=50K
1785, <=50K, <=50K
1786, <=50K, <=50K
1787, <=50K, <=50K
1788, <=50K, <=50K
1789, <=50K, >50K
1790, <=50K, <=50K
1791, <=50K, <=50K
1792, <=50K, <=50K
1793, <=50K, <=50K
1794, >50K, >50K
1795, >50K, <=50K
1796, <=50K, <=50K
1797, >50K, >50K
1798, >50K, <=50K
1799, <=50K, <=50K
1800, <=50K, >50K
1801, <=50K, <=50K
1802, <=50K, <=50K
1803, >50K, >50K
1804, >50K, >50K
1805, <=50K, <=50K
1806, >50K, <=50K
1807, <=50K, <=50K
1808, <=50K, <=50K
1809, <=50K, <=50K
1810, <=50K, <=50K
1811, <=50K, <=50K
1812, <=50K, <=50K
1813, >50K, >50K
1814, <=50K, <=50K
1815, <=50K, <=50K
1816, >50K, <=50K
1817, <=50K, <=50K
1818, >50K, >50K
1819, <=50K, <=50K
1820, <=50K, <=50K
1821, >50K, >50K
1822, <=50K, <=50K
1823, <=50K, >50K
1824, >50K, >50K
1825, <=50K, <=50K
1826, <=50K, <=50K
1827, <=50K, <=50K
1828, <=50K, <=50K
1829, >50K, >50K
1830, <=50K, <=50K
1831, <=50K, <=50K
1832, <=50K, <=50K
1833, <=50K, <=50K
1834, <=50K, <=50K
1835, <=50K, <=50K
1836, <=50K, <=50K
1837, <=50K, <=50K
1838, <=50K, >50K
1839, <=50K, <=50K
1840, <=50K, <=50K
1841, >50K, >50K
1842, >50K, >50K
1843, >50K, >50K
1844, <=50K, <=50K
1845, >50K, >50K
1846, >50K, >50K
1847, >50K, >50K
1848, <=50K, <=50K
1849, >50K, <=50K
1850, >50K, >50K
1851, <=50K, <=50K
1852, <=50K, >50K
1853, >50K, >50K
1854, <=50K, <=50K
1855, <=50K, <=50K
1856, <=50K, <=50K
1857, <=50K, >50K
1858, <=50K, <=50K
1859, >50K, <=50K
1860, <=50K, <=50K
1861, <=50K, >50K
1862, <=50K, >50K
1863, <=50K, <=50K
1864, <=50K, <=50K
1865, <=50K, <=50K
1866, <=50K, <=50K
1867, <=50K, <=50K
1868, >50K, >50K
1869, <=50K, <=50K
1870, <=50K, <=50K
1871, >50K, <=50K
1872, <=50K, <=50K
1873, <=50K, <=50K
1874, <=50K, <=50K
1875, >50K, >50K
1876, <=50K, >50K
1877, <=50K, <=50K
1878, <=50K, <=50K
1879, >50K, <=50K
1880, <=50K, <=50K
1881, <=50K, >50K
1882, <=50K, <=50K
1883, <=50K, <=50K
1884, <=50K, <=50K
1885, <=50K, <=50K
1886, <=50K, <=50K
1887, <=50K, <=50K
1888, <=50K, <=50K
1889, <=50K, <=50K
1890, <=50K, <=50K
1891, >50K, <=50K
1892, <=50K, <=50K
1893, <=50K, <=50K
1894, <=50K, <=50K
1895, >50K, <=50K
1896, >50K, >50K
1897, <=50K, <=50K
1898, <=50K, <=50K
1899, >50K, >50K
1900, <=50K, <=50K
1901, <=50K, <=50K
1902, <=50K, <=50K
1903, >50K, >50K
1904, <=50K, <=50K
1905, <=50K, <=50K
1906, <=50K, <=50K
1907, <=50K, <=50K
1908, >50K, <=50K
1909, <=50K, <=50K
1910, <=50K, <=50K
1911, <=50K, <=50K
1912, >50K, <=50K
1913, >50K, >50K
1914, >50K, <=50K
1915, <=50K, <=50K
1916, >50K, <=50K
1917, <=50K, >50K
1918, <=50K, <=50K
1919, >50K, >50K
1920, >50K, >50K
1921, <=50K, <=50K
1922, <=50K, >50K
1923, <=50K, <=50K
1924, <=50K, <=50K
1925, <=50K, <=50K
1926, >50K, >50K
1927, >50K, <=50K
1928, <=50K, <=50K
1929, <=50K, >50K
1930, <=50K, <=50K
1931, >50K, <=50K
1932, <=50K, <=50K
1933, <=50K, <=50K
1934, >50K, >50K
1935, <=50K, <=50K
1936, >50K, >50K
1937, <=50K, <=50K
1938, <=50K, <=50K
1939, <=50K, <=50K
1940, <=50K, <=50K
1941, <=50K, <=50K
1942, <=50K, <=50K
1943, <=50K, >50K
1944, <=50K, <=50K
1945, >50K, >50K
1946, <=50K, <=50K
1947, <=50K, <=50K
1948, <=50K, <=50K
1949, >50K, <=50K
1950, <=50K, <=50K
1951, <=50K, >50K
1952, <=50K, >50K
1953, >50K, <=50K
1954, <=50K, <=50K
1955, >50K, <=50K
1956, <=50K, <=50K
1957, <=50K, >50K
1958, <=50K, <=50K
1959, <=50K, >50K
1960, <=50K, >50K
1961, <=50K, <=50K
1962, <=50K, <=50K
1963, <=50K, >50K
1964, <=50K, >50K
1965, <=50K, <=50K
1966, <=50K, >50K
1967, <=50K, <=50K
1968, <=50K, <=50K
1969, <=50K, <=50K
1970, >50K, >50K
1971, >50K, >50K
1972, <=50K, <=50K
1973, <=50K, >50K
1974, <=50K, <=50K
1975, <=50K, <=50K
1976, >50K, <=50K
1977, >50K, >50K
1978, <=50K, <=50K
1979, <=50K, <=50K
1980, <=50K, <=50K
1981, >50K, >50K
1982, <=50K, <=50K
1983, <=50K, >50K
1984, <=50K, <=50K
1985, <=50K, <=50K
1986, <=50K, <=50K
1987, <=50K, <=50K
1988, <=50K, <=50K
1989, <=50K, <=50K
1990, <=50K, <=50K
1991, <=50K, <=50K
1992, <=50K, <=50K
1993, >50K, <=50K
1994, >50K, <=50K
1995, >50K, >50K
1996, <=50K, <=50K
1997, <=50K, >50K
1998, <=50K, <=50K
1999, <=50K, <=50K
2000, <=50K, <=50K
2001, >50K, <=50K
2002, <=50K, <=50K
2003, <=50K, <=50K
2004, <=50K, <=50K
2005, <=50K, <=50K
2006, <=50K, >50K
2007, <=50K, <=50K
2008, >50K, <=50K
2009, <=50K, <=50K
2010, <=50K, >50K
2011, <=50K, <=50K
2012, >50K, >50K
2013, <=50K, <=50K
2014, <=50K, <=50K
2015, <=50K, <=50K
2016, <=50K, <=50K
2017, <=50K, >50K
2018, >50K, <=50K
2019, <=50K, <=50K
2020, <=50K, <=50K
2021, <=50K, <=50K
2022, <=50K, <=50K
2023, <=50K, <=50K
2024, >50K, >50K
2025, <=50K, >50K
2026, <=50K, <=50K
2027, <=50K, <=50K
2028, <=50K, <=50K
2029, >50K, >50K
2030, >50K, >50K
2031, <=50K, <=50K
2032, >50K, <=50K
2033, <=50K, <=50K
2034, <=50K, <=50K
2035, >50K, <=50K
2036, <=50K, <=50K
2037, <=50K, <=50K
2038, <=50K, <=50K
2039, <=50K, >50K
2040, <=50K, <=50K
2041, >50K, >50K
2042, <=50K, <=50K
2043, <=50K, <=50K
2044, <=50K, <=50K
2045, <=50K, <=50K
2046, <=50K, <=50K
2047, >50K, <=50K
2048, <=50K, <=50K
2049, <=50K, >50K
2050, <=50K, <=50K
2051, <=50K, <=50K
2052, >50K, >50K
2053, <=50K, <=50K
2054, <=50K, <=50K
2055, <=50K, <=50K
2056, <=50K, <=50K
2057, >50K, >50K
2058, <=50K, >50K
2059, <=50K, <=50K
2060, <=50K, <=50K
2061, >50K, >50K
2062, <=50K, <=50K
2063, >50K, >50K
2064, >50K, <=50K
2065, >50K, >50K
2066, <=50K, <=50K
2067, <=50K, <=50K
2068, <=50K, <=50K
2069, <=50K, <=50K
2070, <=50K, <=50K
2071, >50K, >50K
2072, <=50K, >50K
2073, <=50K, <=50K
2074, <=50K, <=50K
2075, >50K, <=50K
2076, <=50K, <=50K
2077, <=50K, <=50K
2078, <=50K, <=50K
2079, <=50K, <=50K
2080, <=50K, >50K
2081, <=50K, <=50K
2082, >50K, >50K
2083, <=50K, <=50K
2084, <=50K, <=50K
2085, <=50K, <=50K
2086, <=50K, <=50K
2087, <=50K, >50K
2088, >50K, >50K
2089, <=50K, <=50K
2090, <=50K, <=50K
2091, >50K, >50K
2092, <=50K, <=50K
2093, <=50K, <=50K
2094, <=50K, >50K
2095, >50K, >50K
2096, >50K, >50K
2097, <=50K, <=50K
2098, >50K, >50K
2099, <=50K, <=50K
2100, >50K, >50K
2101, >50K, >50K
2102, <=50K, <=50K
2103, <=50K, <=50K
2104, <=50K, <=50K
2105, >50K, <=50K
2106, <=50K, <=50K
2107, <=50K, <=50K
2108, <=50K, <=50K
2109, <=50K, <=50K
2110, <=50K, <=50K
2111, <=50K, <=50K
2112, <=50K, <=50K
2113, <=50K, <=50K
2114, <=50K, <=50K
2115, <=50K, <=50K
2116, <=50K, >50K
2117, <=50K, <=50K
2118, <=50K, >50K
2119, <=50K, <=50K
2120, >50K, <=50K
2121, <=50K, >50K
2122, >50K, >50K
2123, <=50K, <=50K
2124, <=50K, <=50K
2125, <=50K, <=50K
2126, <=50K, >50K
2127, <=50K, <=50K
2128, <=50K, <=50K
2129, <=50K, <=50K
2130, >50K, >50K
2131, <=50K, <=50K
2132, >50K, <=50K
2133, <=50K, <=50K
2134, <=50K, <=50K
2135, <=50K, >50K
2136, <=50K, <=50K
2137, <=50K, <=50K
2138, >50K, <=50K
2139, <=50K, <=50K
2140, <=50K, <=50K
2141, <=50K, <=50K
2142, <=50K, <=50K
2143, <=50K, <=50K
2144, >50K, <=50K
2145, <=50K, <=50K
2146, <=50K, <=50K
2147, <=50K, <=50K
2148, <=50K, <=50K
2149, <=50K, <=50K
2150, <=50K, <=50K
2151, <=50K, <=50K
2152, <=50K, <=50K
2153, <=50K, <=50K
2154, >50K, <=50K
2155, <=50K, >50K
2156, <=50K, <=50K
2157, >50K, >50K
2158, <=50K, <=50K
2159, <=50K, <=50K
2160, <=50K, <=50K
2161, <=50K, <=50K
2162, <=50K, <=50K
2163, <=50K, <=50K
2164, >50K, <=50K
2165, <=50K, >50K
2166, <=50K, <=50K
2167, <=50K, <=50K
2168, <=50K, <=50K
2169, <=50K, <=50K
2170, <=50K, >50K
2171, <=50K, <=50K
2172, <=50K, >50K
2173, <=50K, <=50K
2174, <=50K, <=50K
2175, <=50K, <=50K
2176, >50K, <=50K
2177, <=50K, <=50K
2178, <=50K, <=50K
2179, <=50K, <=50K
2180, >50K, >50K
2181, >50K, >50K
2182, <=50K, <=50K
2183, <=50K, <=50K
2184, <=50K, <=50K
2185, >50K, <=50K
2186, <=50K, >50K
2187, >50K, <=50K
2188, >50K, >50K
2189, >50K, >50K
2190, <=50K, <=50K
2191, <=50K, >50K
2192, <=50K, <=50K
2193, <=50K, <=50K
2194, <=50K, <=50K
2195, >50K, >50K
2196, >50K, <=50K
2197, <=50K, <=50K
2198, <=50K, <=50K
2199, <=50K, <=50K
2200, <=50K, <=50K
2201, <=50K, <=50K
2202, <=50K, <=50K
2203, <=50K, <=50K
2204, <=50K, <=50K
2205, <=50K, <=50K
2206, >50K, <=50K
2207, <=50K, <=50K
2208, <=50K, <=50K
2209, <=50K, <=50K
2210, <=50K, <=50K
2211, <=50K, <=50K
2212, <=50K, <=50K
2213, <=50K, <=50K
2214, <=50K, <=50K
2215, <=50K, <=50K
2216, <=50K, <=50K
2217, <=50K, <=50K
2218, <=50K, <=50K
2219, <=50K, <=50K
2220, <=50K, >50K
2221, >50K, >50K
2222, <=50K, <=50K
2223, <=50K, >50K
2224, <=50K, <=50K
2225, <=50K, <=50K
2226, <=50K, >50K
2227, <=50K, <=50K
2228, >50K, >50K
2229, <=50K, <=50K
2230, <=50K, <=50K
2231, <=50K, <=50K
2232, <=50K, <=50K
2233, <=50K, <=50K
2234, >50K, >50K
2235, >50K, >50K
2236, <=50K, <=50K
2237, <=50K, <=50K
2238, <=50K, <=50K
2239, <=50K, <=50K
2240, <=50K, <=50K
2241, >50K, <=50K
2242, <=50K, <=50K
2243, >50K, <=50K
2244, <=50K, <=50K
2245, >50K, >50K
2246, <=50K, <=50K
2247, <=50K, <=50K
2248, <=50K, <=50K
2249, <=50K, <=50K
2250, <=50K, <=50K
2251, <=50K, >50K
2252, <=50K, >50K
2253, >50K, >50K
2254, <=50K, <=50K
2255, <=50K, <=50K
2256, <=50K, <=50K
2257, <=50K, <=50K
2258, >50K, >50K
2259, >50K, >50K
2260, >50K, <=50K
2261, >50K, <=50K
2262, <=50K, <=50K
2263, >50K, >50K
2264, >50K, >50K
2265, >50K, <=50K
2266, <=50K, <=50K
2267, <=50K, <=50K
2268, <=50K, <=50K
2269, <=50K, <=50K
2270, <=50K, <=50K
2271, <=50K, <=50K
2272, <=50K, >50K
2273, >50K, <=50K
2274, <=50K, <=50K
2275, >50K, <=50K
2276, <=50K, <=50K
2277, <=50K, <=50K
2278, >50K, >50K
2279, <=50K, <=50K
2280, <=50K, >50K
2281, <=50K, <=50K
2282, <=50K, >50K
2283, <=50K, <=50K
2284, <=50K, <=50K
2285, <=50K, <=50K
2286, <=50K, <=50K
2287, <=50K, <=50K
2288, <=50K, <=50K
2289, <=50K, <=50K
2290, <=50K, <=50K
2291, >50K, >50K
2292, <=50K, >50K
2293, >50K, >50K
2294, <=50K, <=50K
2295, <=50K, <=50K
2296, >50K, <=50K
2297, >50K, <=50K
2298, >50K, >50K
2299, <=50K, >50K
2300, >50K, <=50K
2301, <=50K, <=50K
2302, <=50K, <=50K
2303, >50K, <=50K
2304, <=50K, <=50K
2305, <=50K, <=50K
2306, <=50K, <=50K
2307, <=50K, <=50K
2308, <=50K, <=50K
2309, <=50K, <=50K
2310, <=50K, <=50K
